Source,Target,Weight,avg_streams,Year
bubblegum dance,pop,1,104395994.0,2019
bubblegum dance,progressive electro house,1,104395994.0,2019
bubblegum dance,tropical house,1,104395994.0,2019
big room,eurodance,1,104395994.0,2019
dance pop,eurodance,1,104395994.0,2019
dutch house,eurodance,1,104395994.0,2019
electro house,eurodance,1,104395994.0,2019
eurodance,pop,1,104395994.0,2019
eurodance,progressive electro house,1,104395994.0,2019
dutch house,europop,1,104395994.0,2019
electro house,europop,1,104395994.0,2019
europop,progressive electro house,1,104395994.0,2019
chicago rap,neo mellow,1,4674004.0,2019
chicago rap,neo soul,1,4674004.0,2019
cali rap,canadian hip hop,1,76901724.0,2019
cali rap,toronto rap,1,76901724.0,2019
canadian hip hop,underground hip hop,1,76901724.0,2019
brostep,electropop,1,274105542.0,2019
brostep,indie pop,1,274105542.0,2019
indie pop,progressive electro house,1,274105542.0,2019
brostep,indie poptimism,1,274105542.0,2019
brostep,indietronica,1,274105542.0,2019
brostep,neo-synthpop,1,274105542.0,2019
neo-synthpop,pop,1,274105542.0,2019
neo-synthpop,progressive electro house,1,274105542.0,2019
brostep,shimmer pop,1,274105542.0,2019
progressive electro house,shimmer pop,1,274105542.0,2019
country rap,pop,1,78358328.0,2019
british indie rock,brostep,1,12402011.0,2019
brostep,modern alternative rock,1,12402011.0,2019
brostep,rock,1,12402011.0,2019
british indie rock,progressive electro house,1,12402011.0,2019
progressive electro house,rock,1,12402011.0,2019
boy band,pop rap,1,26536605.0,2019
deep pop r&b,latin,1,10662332.0,2019
deep pop r&b,latin viral pop,1,10662332.0,2019
latin viral pop,post-teen pop,1,10662332.0,2019
deep pop r&b,rap latina,1,10662332.0,2019
deep pop r&b,reggaeton,1,10662332.0,2019
latin,video game music,1,10662332.0,2019
latin viral pop,video game music,1,10662332.0,2019
rap latina,video game music,1,10662332.0,2019
reggaeton,video game music,1,10662332.0,2019
deep pop r&b,video game music,1,10662332.0,2019
deep pop r&b,k-pop,1,10662332.0,2019
modern reggae,pop rap,1,4599461.0,2019
modern reggae,uk dancehall,1,4599461.0,2019
modern reggae,uk hip hop,1,4599461.0,2019
pop,reggae,1,4599461.0,2019
pop rap,reggae,1,4599461.0,2019
reggae,uk dancehall,1,4599461.0,2019
reggae,uk hip hop,1,4599461.0,2019
pop,roots reggae,1,4599461.0,2019
pop rap,roots reggae,1,4599461.0,2019
roots reggae,uk dancehall,1,4599461.0,2019
roots reggae,uk hip hop,1,4599461.0,2019
modern reggae,reggae fusion,1,4599461.0,2019
reggae,reggae fusion,1,4599461.0,2019
reggae fusion,reggae fusion,1,4599461.0,2019
reggae fusion,roots reggae,1,4599461.0,2019
emo rap,modern reggae,1,4599461.0,2019
miami hip hop,modern reggae,1,4599461.0,2019
emo rap,reggae,1,4599461.0,2019
miami hip hop,reggae,1,4599461.0,2019
emo rap,roots reggae,1,4599461.0,2019
miami hip hop,roots reggae,1,4599461.0,2019
dancehall,dancehall,1,4599461.0,2019
dancehall,uk dancehall,1,4599461.0,2019
emo rap,uk dancehall,1,4599461.0,2019
miami hip hop,uk dancehall,1,4599461.0,2019
emo rap,uk hip hop,1,4599461.0,2019
miami hip hop,uk hip hop,1,4599461.0,2019
brostep,contemporary country,1,184788700.0,2019
brostep,country road,1,184788700.0,2019
chicago rap,gospel,1,11183853.0,2019
gospel,rap,1,11183853.0,2019
trap espanol,trap espanol,1,4784115.0,2019
belgian hip hop,french hip hop,1,5716607.0,2019
belgian hip hop,pop urbaine,1,5716607.0,2019
belgian hip hop,rap conscient,1,5716607.0,2019
rap conscient,rap conscient,1,5716607.0,2019
alternative r&b,sudanese pop,1,5421875.0,2019
meme rap,queens hip hop,1,5421875.0,2019
melodic rap,sudanese pop,1,5421875.0,2019
meme rap,sudanese pop,1,5421875.0,2019
alternative r&b,cali rap,1,5421875.0,2019
alternative r&b,meme rap,1,5421875.0,2019
meme rap,nc hip hop,1,5421875.0,2019
trap italiana,trap italiana,1,10953128.0,2019
puerto rican pop,r&b en espanol,1,201418615.0,2019
afrofuturismo brasileiro,latin,1,46174772.0,2019
bass trap,latin,1,46174772.0,2019
latin,pop nacional,1,46174772.0,2019
afrofuturismo brasileiro,reggaeton,1,46174772.0,2019
bass trap,reggaeton,1,46174772.0,2019
pop nacional,reggaeton,1,46174772.0,2019
country rap,k-pop boy group,1,9920697.0,2019
k-pop boy group,lgbtq+ hip hop,1,9920697.0,2019
k-hop,k-pop,1,9920697.0,2019
k-pop,k-pop,1,9920697.0,2019
k-hop,k-pop boy group,1,9920697.0,2019
k-pop,k-pop boy group,1,9920697.0,2019
country rap,k-hop,1,9920697.0,2019
k-hop,lgbtq+ hip hop,1,9920697.0,2019
k-hop,pop rap,1,9920697.0,2019
dance pop,nc hip hop,1,40461913.0,2019
nc hip hop,post-teen pop,1,40461913.0,2019
dance pop,rap rock,1,40083425.0,2019
electropop,rap rock,1,40083425.0,2019
etherpop,rap rock,1,40083425.0,2019
indie poptimism,rap rock,1,40083425.0,2019
pop,rap rock,1,40083425.0,2019
post-teen pop,rap rock,1,40083425.0,2019
british indie rock,dance pop,1,40083425.0,2019
british indie rock,electropop,1,40083425.0,2019
british indie rock,etherpop,1,40083425.0,2019
etherpop,modern alternative rock,1,40083425.0,2019
etherpop,modern rock,1,40083425.0,2019
etherpop,rock,1,40083425.0,2019
british indie rock,indie poptimism,1,40083425.0,2019
indie poptimism,modern alternative rock,1,40083425.0,2019
indie poptimism,modern rock,1,40083425.0,2019
indie poptimism,rock,1,40083425.0,2019
british indie rock,post-teen pop,1,40083425.0,2019
cali rap,conscious hip hop,1,24895225.0,2019
brostep,r&b,1,23960373.0,2019
progressive electro house,r&b,1,23960373.0,2019
electropop,latin hip hop,1,128974936.0,2019
electropop,pop reggaeton,1,128974936.0,2019
albanian hip hop,albanian hip hop,1,4888449.0,2019
perreo,pop,1,40253485.0,2019
hip hop,perreo,1,40253485.0,2019
latin hip hop,southern hip hop,1,40253485.0,2019
perreo,southern hip hop,1,40253485.0,2019
latin hip hop,trap,1,40253485.0,2019
perreo,trap,1,40253485.0,2019
dfw rap,latin,1,40253485.0,2019
dfw rap,latin hip hop,1,40253485.0,2019
dfw rap,perreo,1,40253485.0,2019
dfw rap,reggaeton,1,40253485.0,2019
dfw rap,reggaeton flow,1,40253485.0,2019
dfw rap,trap latino,1,40253485.0,2019
dfw rap,tropical,1,40253485.0,2019
country dawn,dance pop,1,9363501.0,2019
country dawn,pop,1,9363501.0,2019
country dawn,post-teen pop,1,9363501.0,2019
big room,nyc pop,1,24597139.0,2019
deep big room,indie poptimism,1,24597139.0,2019
deep big room,indietronica,1,24597139.0,2019
deep big room,nyc pop,1,24597139.0,2019
electropop,future house,1,24597139.0,2019
future house,indie poptimism,1,24597139.0,2019
future house,indietronica,1,24597139.0,2019
future house,nyc pop,1,24597139.0,2019
future house,pop edm,1,24597139.0,2019
future house,post-teen pop,1,24597139.0,2019
indietronica,pop edm,1,24597139.0,2019
nyc pop,progressive electro house,1,24597139.0,2019
pop edm,progressive electro house,1,24597139.0,2019
indie poptimism,progressive house,1,24597139.0,2019
indietronica,progressive house,1,24597139.0,2019
nyc pop,progressive house,1,24597139.0,2019
dance pop,nyc pop,1,24597139.0,2019
chicago rap,nc hip hop,1,22273873.0,2019
la indie,pop rap,1,13798364.0,2019
la indie,rap,1,13798364.0,2019
la indie,trap,1,13798364.0,2019
brazilian edm,funk carioca,1,8823768.0,2019
brazilian edm,funk ostentacao,1,8823768.0,2019
canadian hip hop,conscious hip hop,1,5033602.0,2019
chicago rap,houston rap,1,5033602.0,2019
conscious hip hop,houston rap,1,5033602.0,2019
canadian hip hop,houston rap,1,5033602.0,2019
baile pop,uk pop,1,45951558.0,2019
funk carioca,uk pop,1,45951558.0,2019
funk das antigas,uk pop,1,45951558.0,2019
pagode baiano,uk pop,1,45951558.0,2019
baile pop,mexican pop,1,45951558.0,2019
funk carioca,mexican pop,1,45951558.0,2019
funk das antigas,mexican pop,1,45951558.0,2019
mexican pop,pagode baiano,1,45951558.0,2019
edm,mexican pop,1,45951558.0,2019
mexican pop,tropical house,1,45951558.0,2019
mexican pop,uk pop,1,45951558.0,2019
bmore,dembow,1,92639967.0,2019
bmore,rap dominicano,1,92639967.0,2019
bmore,reggaeton flow,1,92639967.0,2019
bmore,tropical,1,92639967.0,2019
dembow,electropop,1,92639967.0,2019
electropop,rap dominicano,1,92639967.0,2019
dembow,ninja,1,92639967.0,2019
ninja,rap dominicano,1,92639967.0,2019
ninja,reggaeton flow,1,92639967.0,2019
ninja,tropical,1,92639967.0,2019
dembow,latin,1,92639967.0,2019
dembow,reggaeton,1,92639967.0,2019
dance pop,dembow,1,92639967.0,2019
dembow,electro house,1,92639967.0,2019
dembow,pop rap,1,92639967.0,2019
dance pop,rap dominicano,1,92639967.0,2019
electro house,rap dominicano,1,92639967.0,2019
pop rap,rap dominicano,1,92639967.0,2019
electro house,reggaeton flow,1,92639967.0,2019
latin hip hop,pop rock,1,103506300.0,2019
boy band,latin pop,1,103506300.0,2019
boy band,rap latina,1,103506300.0,2019
latin pop,pop rock,1,103506300.0,2019
pop rock,rap latina,1,103506300.0,2019
boy band,colombian pop,1,103506300.0,2019
colombian pop,pop rock,1,103506300.0,2019
pop reggaeton,puerto rican pop,1,204631240.0,2019
canadian contemporary r&b,electropop,1,38221025.0,2019
big room,neo mellow,1,21063082.0,2019
big room,piano rock,1,21063082.0,2019
big room,pop rock,1,21063082.0,2019
dance pop,minnesota hip hop,1,84393149.0,2019
minnesota hip hop,pop,1,84393149.0,2019
escape room,post-teen pop,1,84393149.0,2019
minnesota hip hop,post-teen pop,1,84393149.0,2019
hip pop,reggaeton,1,127404095.0,2019
queens hip hop,reggaeton,1,127404095.0,2019
big room,pop argentino,1,4612123.0,2019
electro house,pop argentino,1,4612123.0,2019
pop argentino,progressive electro house,1,4612123.0,2019
latin pop,progressive house,1,4612123.0,2019
pop argentino,progressive house,1,4612123.0,2019
pop argentino,tropical house,1,4612123.0,2019
alternative hip hop,dance pop,1,4968610.0,2019
hardcore hip hop,pop,1,4968610.0,2019
hardcore hip hop,post-teen pop,1,4968610.0,2019
colombian pop,regional mexican pop,1,19408011.0,2019
latin,regional mexican pop,1,19408011.0,2019
latin pop,regional mexican pop,1,19408011.0,2019
reggaeton,regional mexican pop,1,19408011.0,2019
baile pop,r&b en espanol,1,28519245.0,2019
funk carioca,r&b en espanol,1,28519245.0,2019
funk das antigas,r&b en espanol,1,28519245.0,2019
pagode baiano,r&b en espanol,1,28519245.0,2019
baile pop,trap latino,1,28519245.0,2019
funk carioca,trap latino,1,28519245.0,2019
funk das antigas,trap latino,1,28519245.0,2019
pagode baiano,trap latino,1,28519245.0,2019
baile pop,trap argentino,1,28519245.0,2019
funk carioca,trap argentino,1,28519245.0,2019
funk das antigas,trap argentino,1,28519245.0,2019
pagode baiano,trap argentino,1,28519245.0,2019
baile pop,rap latina,1,28519245.0,2019
funk carioca,rap latina,1,28519245.0,2019
funk das antigas,rap latina,1,28519245.0,2019
pagode baiano,rap latina,1,28519245.0,2019
bmore,video game music,1,42228837.0,2019
ninja,video game music,1,42228837.0,2019
alternative r&b,video game music,1,42228837.0,2019
electro house,video game music,1,42228837.0,2019
pop rap,video game music,1,42228837.0,2019
alternative r&b,bmore,1,42228837.0,2019
alternative r&b,ninja,1,42228837.0,2019
candy pop,k-pop,1,20116286.0,2019
k-pop,metropopolis,1,20116286.0,2019
candy pop,k-pop boy group,1,20116286.0,2019
k-pop boy group,metropopolis,1,20116286.0,2019
perreo,perreo,1,4458066.0,2019
afrobeat,dance pop,1,12651284.0,2019
dance pop,malian blues,1,12651284.0,2019
dance pop,mande pop,1,12651284.0,2019
dance pop,wassoulou,1,12651284.0,2019
dance pop,world,1,12651284.0,2019
afrobeat,pop,1,12651284.0,2019
malian blues,pop,1,12651284.0,2019
mande pop,pop,1,12651284.0,2019
pop,wassoulou,1,12651284.0,2019
pop,world,1,12651284.0,2019
afrobeat,post-teen pop,1,12651284.0,2019
malian blues,post-teen pop,1,12651284.0,2019
mande pop,post-teen pop,1,12651284.0,2019
post-teen pop,wassoulou,1,12651284.0,2019
post-teen pop,world,1,12651284.0,2019
afrobeat,r&b,1,12651284.0,2019
malian blues,r&b,1,12651284.0,2019
mande pop,r&b,1,12651284.0,2019
r&b,wassoulou,1,12651284.0,2019
r&b,world,1,12651284.0,2019
afrobeat,atl hip hop,1,12651284.0,2019
afropop,atl hip hop,1,12651284.0,2019
atl hip hop,malian blues,1,12651284.0,2019
atl hip hop,mande pop,1,12651284.0,2019
atl hip hop,wassoulou,1,12651284.0,2019
atl hip hop,world,1,12651284.0,2019
afrobeat,east coast hip hop,1,12651284.0,2019
afropop,east coast hip hop,1,12651284.0,2019
east coast hip hop,malian blues,1,12651284.0,2019
east coast hip hop,mande pop,1,12651284.0,2019
east coast hip hop,wassoulou,1,12651284.0,2019
east coast hip hop,world,1,12651284.0,2019
indie poptimism,r&b,1,20012659.0,2019
indietronica,r&b,1,20012659.0,2019
r&b,social media pop,1,20012659.0,2019
indie poptimism,trap soul,1,20012659.0,2019
indietronica,trap soul,1,20012659.0,2019
social media pop,trap soul,1,20012659.0,2019
dance pop,pop house,1,97374626.0,2019
house,pop house,1,97374626.0,2019
pop,pop house,1,97374626.0,2019
pop house,pop house,1,97374626.0,2019
pop house,tropical house,1,97374626.0,2019
pop house,uk pop,1,97374626.0,2019
hollywood,norwegian pop,1,36716971.0,2019
norwegian pop,show tunes,1,36716971.0,2019
colombian pop,venezuelan hip hop,1,209890194.0,2019
latin pop,venezuelan hip hop,1,209890194.0,2019
conscious hip hop,indie pop rap,1,4492703.0,2019
dmv rap,indie pop rap,1,4492703.0,2019
brostep,uk dance,1,103252399.0,2019
dutch edm,uk dance,1,103252399.0,2019
trance,uk dance,1,103252399.0,2019
dutch edm,pop rap,1,103252399.0,2019
pop rap,trance,1,103252399.0,2019
dutch edm,post-teen pop,1,103252399.0,2019
post-teen pop,trance,1,103252399.0,2019
dutch edm,uk pop,1,103252399.0,2019
trance,uk pop,1,103252399.0,2019
melodic rap,progressive electro house,1,13922154.0,2019
canadian pop,contemporary country,1,190603070.0,2019
basshall,latin hip hop,1,101939379.0,2019
dutch hip hop,latin hip hop,1,101939379.0,2019
dutch house,latin hip hop,1,101939379.0,2019
dutch urban,latin hip hop,1,101939379.0,2019
dance pop,dutch hip hop,1,101939379.0,2019
dutch hip hop,pop,1,101939379.0,2019
dance pop,dutch urban,1,101939379.0,2019
dutch urban,pop,1,101939379.0,2019
basshall,belgian dance,1,101939379.0,2019
basshall,big room,1,101939379.0,2019
basshall,progressive electro house,1,101939379.0,2019
belgian dance,dutch hip hop,1,101939379.0,2019
big room,dutch hip hop,1,101939379.0,2019
dutch hip hop,electro house,1,101939379.0,2019
dutch hip hop,progressive electro house,1,101939379.0,2019
belgian dance,dutch house,1,101939379.0,2019
belgian dance,dutch urban,1,101939379.0,2019
big room,dutch urban,1,101939379.0,2019
dutch urban,electro house,1,101939379.0,2019
dutch urban,progressive electro house,1,101939379.0,2019
basshall,latin pop,1,101939379.0,2019
basshall,rap latina,1,101939379.0,2019
dutch hip hop,latin pop,1,101939379.0,2019
dutch hip hop,rap latina,1,101939379.0,2019
dutch house,latin pop,1,101939379.0,2019
dutch house,rap latina,1,101939379.0,2019
dutch urban,latin pop,1,101939379.0,2019
dutch urban,rap latina,1,101939379.0,2019
belgian dance,latin hip hop,1,101939379.0,2019
big room,latin hip hop,1,101939379.0,2019
electro house,latin hip hop,1,101939379.0,2019
latin hip hop,progressive electro house,1,101939379.0,2019
belgian dance,latin pop,1,101939379.0,2019
belgian dance,rap latina,1,101939379.0,2019
big room,rap latina,1,101939379.0,2019
electro house,rap latina,1,101939379.0,2019
progressive electro house,rap latina,1,101939379.0,2019
atl trap,vapor trap,1,4302449.0,2019
basshall,turkish hip hop,1,4848177.0,2019
basshall,turkish trap,1,4848177.0,2019
baile pop,forro,1,4116188.0,2019
baile pop,sertanejo pop,1,4116188.0,2019
brega funk,forro,1,4116188.0,2019
brega funk,sertanejo pop,1,4116188.0,2019
forro,funk carioca,1,4116188.0,2019
funk carioca,sertanejo pop,1,4116188.0,2019
chicago rap,trap soul,1,21649983.0,2019
german dance,uk pop,1,26699509.0,2019
rock en espanol,trap latino,1,6882345.0,2019
boston hip hop,conscious hip hop,1,35511203.0,2019
boston hip hop,dmv rap,1,35511203.0,2019
boston hip hop,pop rap,1,35511203.0,2019
german hip hop,hip hop,1,10267614.0,2019
german hip hop,pop rap,1,10267614.0,2019
german hip hop,southern hip hop,1,10267614.0,2019
classic arab pop,german hip hop,1,10267614.0,2019
german hip hop,rai,1,10267614.0,2019
classic arab pop,hip hop,1,10267614.0,2019
hip hop,rai,1,10267614.0,2019
classic arab pop,pop rap,1,10267614.0,2019
pop rap,rai,1,10267614.0,2019
classic arab pop,rap,1,10267614.0,2019
rai,rap,1,10267614.0,2019
classic arab pop,southern hip hop,1,10267614.0,2019
rai,southern hip hop,1,10267614.0,2019
classic arab pop,trap,1,10267614.0,2019
rai,trap,1,10267614.0,2019
cali rap,memphis hip hop,1,67467563.0,2019
baton rouge rap,chicago rap,1,173061407.0,2019
baton rouge rap,melodic rap,1,173061407.0,2019
k-hop,latin,1,5933462.0,2019
k-hop,latin viral pop,1,5933462.0,2019
k-hop,rap latina,1,5933462.0,2019
k-hop,reggaeton,1,5933462.0,2019
dance pop,houston rap,1,60349059.0,2019
hip pop,houston rap,1,60349059.0,2019
houston rap,post-teen pop,1,60349059.0,2019
houston rap,queens hip hop,1,60349059.0,2019
hip pop,trap queen,1,60349059.0,2019
queens hip hop,trap queen,1,60349059.0,2019
houston rap,r&b,1,60349059.0,2019
houston rap,southern hip hop,1,60349059.0,2019
houston rap,trap soul,1,60349059.0,2019
r&b,trap queen,1,60349059.0,2019
trap queen,trap soul,1,60349059.0,2019
afro dancehall,trap latino,1,5383079.0,2019
afropop,trap latino,1,5383079.0,2019
ghanaian hip hop,trap latino,1,5383079.0,2019
swedish dancehall,trap latino,1,5383079.0,2019
indie r&b,post-teen pop,1,46405357.0,2019
german cloud rap,german pop,1,6134821.0,2019
philly rap,uk pop,1,8285363.0,2019
latin viral pop,perreo,1,43444022.0,2019
perreo,rap latina,1,43444022.0,2019
latin viral pop,panamanian pop,1,43444022.0,2019
panamanian pop,perreo,1,43444022.0,2019
afro dancehall,melodic rap,1,11457783.0,2019
afropop,melodic rap,1,11457783.0,2019
azonto,melodic rap,1,11457783.0,2019
melodic rap,nigerian hip hop,1,11457783.0,2019
melodic rap,nigerian pop,1,11457783.0,2019
candy pop,hip pop,1,4601464.0,2019
candy pop,queens hip hop,1,4601464.0,2019
german cloud rap,german trap,1,5924386.0,2019
